RNA;nom;sigle;description;etat;dateDeValidationStatuts;siege;liste_activites;contact_adresse;contact_cp;contact_ville;site_web;anneeCreation
W332005264;La Mémoire de Bordeaux Métropole;;"Centre de recherche et de documentation consacré à l’histoire contemporaine de l’agglomération bordelaise (documents audiovisuels, iconographiques, sonores ou écrits, témoignages oraux). 
Edite des publications historiques et notamment une revue périodique, Empreintes. Organise des manifestations à caractère culturel, historique et patrimonial (conférences, tables rondes, expositions, projections).";Validée;2016-02-29;Bordeaux;Patrimoine;Parvis des Archives;33100;Bordeaux;http://memoiredebordeaux.wixsite.com/metropole;1987
W332020121;Les Cyranos;;"Les Cyranos est une association ouverte à tous proposant des activités de pratique théâtrale et de découverte du patrimoine. Elle organise notamment des jeux à énigmes de type ""chasse au trésor"". Elle accorde une attention et une bienveillance particulière aux personnes ayant des difficultés autistiques en soutenant les rencontres à travers des projets artistiques et culturels partagés.";Validée;2016-05-14;BORDEAUX;"Patrimoine;Théâtre";34 rue Castéja;33000;BORDEAUX;http://lescyranos.fr/;2016
W332016112;A2 running;;"A2 running réunit toutes les personnes qui souhaitent courir en groupe, dans la bonne humeur, l’entraide et surtout sans esprit de compétition.
A2 running rassemble donc, chaque semaine, les mardis et jeudis à 19h30 au Miroir d’eau des coureurs débutants, intermédiaires, confirmés mais aussi des personnes qui courent pour la première fois.";Validée;2013-10-15;Bordeaux;Athlétisme;16 rue du pas saint georges;33000;Bordeaux;http://www.a2running.com;2013
W332020809;Go Gagnant à l'Oral;;Accompagner les lycéens, étudiants et jeunes diplômés à préparer leurs entretiens de motivation, afin d'intégrer une école, une formation sélective, un stage ou un premier emploi. Accompagner toute personne porteuse d'un projet nécessitant une présentation orale de sa motivation. Notre objectif : donner du sens au projet professionnel de chacun, et favoriser l'insertion des candidats dans le tissu économique local.;Validée;2016-10-11;BORDEAUX;"Formation professionnelle;Autres activités en faveur de l'économie;Accompagnement à l'insertion professionnelle;Formation, formation continue, apprentissage";177 rue de Pessac;33000;BORDEAUX;https://www.go-gagnantaloral.fr/;2016
w332020893;Maloca;;"L'association maloca a pour objet d'accompagner , conseiller des personnes âgées par le biais d'un service de mandataire ; le but est de réaliser des projets de vie personnalisés et de fournir les réponses en adéquation avec les besoins et désirs des personnes ayant recours à l'association.";Validée;2016-11-08;BORDEAUX;Aide à la personne;87 quai de queyries;33300;BORDEAUX;http://www.maloca.fr;2016
W332019408;Habitat Participatif Nouvelle Aquitaine;HAPANA;Promouvoir et développer l'habitat participatif en Nouvelle Aquitaine. Aide à l'émergence et au démarrage de projets. Conseils et formations auprès d'individuels, de groupes et de structures. Veille, essaimage et coopération ales les acteurs locaux et régionaux.;Validée;2016-11-16;BORDEAUX;Habitat, logement;3-5, rue Tauzia;33800;BORDEAUX;http://www.hapana.org;2016
W332016532;Atelier des Beaux Arts Sup Bordeaux;ADBA Sup Bdx;Promotion et valorisation culturelle et éducationnelle des arts visuels. Education - Formation initiale et continue - Sensibilisation aux pratiques artistique en arts plastiques. Pour tout public;Validée;2014-01-01;Bordeaux;Arts plastiques;59 Cours de la Martinique;33000;Bordeaux;;2014
W332003809;Jeune Chambre Économique de Bordeaux;JCEB;Notre vision est d’être le premier réseau mondial de jeunes citoyens engagés. Notre vocation est de mener des actions de terrain visant à agir pour l’emploi, aménager le territoire, développer l’économie, et préserver la planète avec l’ambition de créer des changements positifs et pérennes sur nos territoires. Venez nous découvrir !;Validée;2018-02-02;Bordeaux;Autres activités en faveur de l'économie;2 bis rue Charles Lamoureux;33000;Bordeaux;http://www.jceb.fr;1954
W332003282;Club Alpin Français de Bordeaux;CAF;"1 - Regrouper les personnes physiques qui pratiquent ou encouragent les activités physiques, sportives et de plein air se déroulant en montagne et autres sites naturels ou aménagés, notamment : alpinisme, escalade, randonnée pédestre, ski de randonnée, trail…
2 - Promouvoir, développer, coordonner, organiser la pratique de ces activités et la formation des membres de l’association.";Validée;2015-01-08;33000 - BORDEAUX;"Alpinisme;Escalade;Randonnée pédestre;Trail;Randonnée raquettes";CAF BORDEAUX;33000;33000 - BORDEAUX;http://www.clubalpinbordeaux.ffcam.fr/;1901
W332022085;Région Nouvelle Aquitaine Sourds LGBT;RNAS.LGBT;L'Association a pour objet des activités générales de sports pour Sourds LGBT, des conférences générales, de la prévention de santé pour Sourds, des activités culturelles pour Sourds, de l'accompagnement telles que des aides aux victimes Sourds d'homophobie et aides au logement social, organisation de la Gay Pride Sourds Bordeaux.;Validée;2017-07-11;BORDEAUX;Amicales - Confréries - Clubs;34 RUE BOUQUIERE;33000;BORDEAUX;;2017
W332018509;Eklektikk;;"Booster la qualité de vie par la solidarité.
Booster l'emploi et la création d'entreprise face aux difficultés pour trouver un emploi en 15 jours à Bordeaux et une qualité de vie dans la très belle ville de Bordeaux.";Validée;2015-04-15;Bordeaux;"Autres activités pour l'emploi, l'insertion professionnelle, la formation;Associations de quartier;Habitat, logement;Autres activités d'entraide et de solidarité;Arts de la scéne;Formation professionnelle;Autres activités de prévention";23 cours de quebec;33300;Bordeaux;;2015
W332013949;tooBordo;tooBordo;Depuis 2012, tooBordo est média numérique de proximité qui a pour ambition de faire connaître les acteurs associatifs qui dynamisent le quotidien de nos quartiers et permettre à tous les publics (jeunes, seniors, personnes handicapées...) de découvrir la pratique de ce média grâce à des ateliers radio mobiles ludiques et pédagogiques.;Validée;2012-05-20;Bordeaux;"Arts numériques;Centres d'animation / Centres sociaux;Cultures régionales";18 rue Général de Larminat;33000;Bordeaux;http://www.toobordo.net;2012
W332004376;Audition & Ecoute 33;AE33;Aider, informer les personnes atteintes de pathologies auditives, sensibiliser les pouvoirs publics sur les conséquences & la gravité de ces pathologies & la nécessité d'une meilleure prise en charge médicale, sociale, psychologique & financière, réaliser des actions de prévention sur les risques auditifs auprès du public, promouvoir tout ce qui permet aux déficients auditifs de conserver  une vie sociale & autonome.;Validée;2018-03-03;BORDEAUX;"Assistance, écoute;Groupements d'entraide";96 rue Marcelin Berthelot;33200;BORDEAUX;http://ae-33.blogspot.fr/;2004
W332000378;Allo Amiante;;"Défense des victimes de l'amiante et des victimes de maladies professionnelles faisant suite à une exposition aux autres agents cancérigènes ; prévention chez les particuliers et éradication de l'amiante";Validée;2018-02-02;Bordeaux;Accompagnement des patients;132 bis, rue Amédée St Germain;33000;Bordeaux;;1999
W332007397;Cie Tiberghien;;L’association Cie Tiberghien a pour but la promotion du théâtre par un travail de création et de formation, articulant les moyens techniques contemporains d’expression et de communication (musique, vidéo, informatique, audiovisuel) et par la promotion, la diffusion et l’achat de spectacles théâtraux.;Validée;2013-03-14;Bordeaux;Théâtre;12 rue de Lescure;33000;Bordeaux;;1986
W751010969;Groupement des Intellectuels Aveugles ou Amblyopes;GIAA;Le GIAA aquitaine a pour vocation l’aide aux personnes déficientes visuelles (dv). Nos activités : soutien d’étudiants déficients visuels par la fourniture, à la demande de documents numérisés accessibles, gestion d’une bibliothèque sonore (plus de 11 000 ouvrages sur cd), cours d’informatique adaptée, cours de braille, soutien psychologique des dv,  aide aux démarches administratives, club emploi.;Validée;2005-04-20;PARIS;"Littérature;Soutien scolaire;Accueil, information, orientation";14 rue de la Réole;33800;BORDEAUX;http://www.giaa-aquitaine.fr/;1948
W332010019;Infos Sectes Aquitaine;ISA;Lutte, prévention et éducation contre les dérives sectaires , l'emprise et les manipulations mentales;Validée;2017-03-09;Bordeaux;Autres défenses des droits;Espace associatif La Coloc';33000;BORDEAUX;http://www.infosectes-aquitaine.fr;2002
W332019561;Association Odyssée;;"Contribuer à l'engagement et à la participation de tous, pour renforcer la citoyenneté européenne et l'émergence de « citoyens du monde »
Donner des clés de lecture pour appréhender la diversité et la complexité du monde actuel et développer l'apprentissage interculturel en promouvant et en mettant en œuvre des échanges européens et internationaux
Faciliter le vivre ensemble et le travailler ensemble";Validée;2016-12-23;Bordeaux;Développement de la citoyenneté;5 rue Marengo;33000;Bordeaux;http://www.associationodyssee.fr;2015
W332012788;Mécanique sans Frontières;MécaSF;Association d'aide au développement;Validée;2017-04-05;Bordeaux;Autres activités d'entraide et de solidarité;127 rue Charles Tournemire;33300;Bordeaux;http://www.mecasf.wordpress.com;1993
w332016656;drôle de scène;;notre café-théâtre est un lieu simple et chaleureux grâce à nos bénévoles. Notre programmation propose soit : des soirées comédie-club, soit des one man show, ou bien des spectacles pour le jeune public.Notre but est de promouvoir le spectacle vivant et de proposer aux spectateurs même les plus jeunes une programmation qualitative, dans un petit espace où la convivialité est naturelle.;Validée;2014-07-01;bordeaux;"Théâtre;Jeune public";164 rue Stéhélin;33200;bordeaux;;2014
W332013148;Orchestre Papageno;;"L'Orchestre Papageno a été crée en 2007 et regroupe des musiciens amateurs (cordes, bois et cuivres) de tous les âges. 
Le groupe est dirigé par un chef professionnel, Nicolas Piquet, et propose un répertoire varié, essentiellement de musique classique et musique de films.
L'Orchestre Papageno se produit lors de 10 concerts par an environ, et collabore avec d'autres orchestres et des écoles de musique.";Validée;2017-09-05;Bordeaux;"Classique;Musiques du monde";37 rue Babin;33000;Bordeaux;http://www.orchestrepapageno.com;2002
W332007731;Bordeaux-USA;;Bordeaux-USA a pour vocation d’établir ou de développer des relations économiques, scientifiques et culturelles entre Bordeaux et tous les états des Etats-Unis ou Villes Américaines sans exclusion, en plus des relations privilégiées avec Los Angeles, ville jumelée avec Bordeaux, ou avec la Californie.Elle vise d’autre part à perpétuer l’amitié historique entre la France et les Etats Unis d’Amérique en Gironde.;Validée;2016-03-31;BORDEAUX;Amicales - Confréries - Clubs;19 rue Père Louis de Jabrun;33000;BORDEAUX;http://www.bordeaux-usa.com;1969
W332003341;Union Laïque des Campeurs Randonneurs;ULCR;"L'ULCR est une association ""Loi 1901"" dont les activités sportives uniques sont la randonnée pédestre et la marche nordique. Elles sont pratiquées comme des activités physiques de loisir, sans objectif de performance sportive. Ces activités en pratique associative sont en accord avec la conception citoyenne du sport de notre fédération l'UFOLEP qui milite pour un sport-santé facteur de cohésion sociale.";Validée;2019-09-07;ARTIGUES PRES BORDEAUX;"Randonnée pédestre;Marche nordique";UFOLEP-ULCR, Chateau Betailhe,;33370;ARTIGUES PRES BORDEAUX;https://ulcr.fr;1948
W332021951;Delicatezen;;L'association a pour but de vous accompagner dans votre démarche de développement personnel, en favorisant l'exploration de votre imaginaire, de votre créativité émotionnelle, par l'application de différentes techniques introspectives, artistiques, comme l'art-thérapie. L'association pourra étendre ses activités dans le sens le plus large pour satisfaire au mieux la demande ou les besoins de ces accompagnements.;Validée;2017-06-12;BORDEAUX;"Autres activités de bien-être;Autres activités de prévention";25 rue Gaspard Philippe;33800;BORDEAUX;;2017
W332008663;Prima;;L'objectif de l'association PRIMA consiste à mettre à disposition des solutions digitales et d'accompagner les enfants malades hospitalisés afin d'atténuer leur isolement social, psychologique et scolaire .;Validée;2012-07-11;bordeaux;Autres activités d'entraide et de solidarité;42 rue du bocage;33200;bordeaux;;2004
